SKU;Produto;Quantidade Vendida;Primeiro Nome;Sobrenome;idade;Data;Loja;Preco Unitario;;;; 
HL1918; iPhone ;3;Luana;Santana;25;09/10/2018;Goiânia;R$ 5.300,00;;;;
HL1148; Câmera ;4;Brenno;Miranda;79;11/29/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL8851; Notebook ;5;Thales;Andrade;68;05/08/2018;Goiânia;R$ 3.500,00;;;;
HL1918; iPhone ;3;Sandy;Figueiredo;27;5/21/2018;Porto Alegre;R$ 5.300,00;;;;
HL1148; Câmera ;3;Alon;Fahrnholz;73;04/09/2018;Fortaleza;R$ 2.100,00;;;;
HL1918; iPhone ;4;Juliana;Guimarães;76;01/12/2018;Salvador;R$ 5.300,00;;;;
HL2714; Tablet ;5;Giulia;Pessanha;79;3/28/2018;Salvador;R$ 1.600,00;;;;
HL1918; iPhone ;5;Bruna;Ramos;88;9/29/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;2;Diego;Mello;35;12/06/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;3;Roberta;Pimenta;68;12/08/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL8851; Notebook ;1;Thays;Castro;84;06/08/2018;Fortaleza;R$ 3.500,00;;;;
HL1918; iPhone ;4;Marcela;Medeiros;67;9/19/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;5;Beatriz;Nogueira;28;1/24/2018;Curitiba;R$ 5.300,00;;;;
HL1918; iPhone ;3;Pedro;Xavier;22;2/15/2018;Salvador;R$ 5.300,00;;;;
HL7348; SmartWatch ;4;Gabrielle;Wanderley;69;7/14/2018;São Paulo;R$ 1.400,00;;;;
HL8851; Notebook ;1;Ana;Fioretti;51;8/21/2018;Salvador;R$ 3.500,00;;;;
HL4379; Televisão ;3;Bruna;Franco;36;10/12/2018;Salvador;R$ 2.500,00;;;;
HL1148; Câmera ;4;Carolina;Abrahão;74;6/26/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL8851; Notebook ;2;Allan;Guedes;68;08/09/2018;Fortaleza;R$ 3.500,00;;;;
HL7348; SmartWatch ;1;Luíza;Melo;32;11/05/2018;Fortaleza;R$ 1.400,00;;;;
HL4379; Televisão ;2;Julia;Teixeira;54;07/06/2018;Porto Alegre;R$ 2.500,00;;;;
HL1918; iPhone ;4;Maurício;Dias;72;6/21/2018;Porto Alegre;R$ 5.300,00;;;;
HL1918; iPhone ;1;Thales;Santos;53;4/16/2018;Recife;R$ 5.300,00;;;;
HL4379; Televisão ;1;Lázaro;Nascimento;31;2/22/2018;Fortaleza;R$ 2.500,00;;;;
HL2714; Tablet ;3;Cláudio;Aragão;76;4/15/2018;Recife;R$ 1.600,00;;;;
HL1918; iPhone ;2;Gabriel;Silva;33;7/21/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL8851; Notebook ;2;Marcela;Medeiros;75;7/15/2018;São Paulo;R$ 3.500,00;;;;
HL1918; iPhone ;5;Alexandre;Rodriguez;38;10/31/2018;Belo Horizonte;R$ 5.300,00;;;;
HL1918; iPhone ;5;Cláudio;Aragão;84;09/03/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;3;Paula;Calbucci;28;9/19/2018;São Paulo;R$ 5.300,00;;;;
HL8851; Notebook ;4;Juliana;Guimarães;27;01/07/2018;Curitiba;R$ 3.500,00;;;;
HL1918; iPhone ;2;Rodrigo;Mendes;83;02/05/2018;São Paulo;R$ 5.300,00;;;;
HL9962; Android ;2;Fernanda;Figueiredo;35;11/25/2018;Belo Horizonte;R$ 3.400,00;;;;
HL1918; iPhone ;2;Platini;Heimlich;25;02/10/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;5;Anna;Silva;64;3/31/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1918; iPhone ;5;Clara;Silveira;40;8/26/2018;Belo Horizonte;R$ 5.300,00;;;;
HL4379; Televisão ;5;Caio;Vianna;86;09/11/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1148; Câmera ;3;Raul;Silveira;65;01/03/2018;Salvador;R$ 2.100,00;;;;
HL1148; Câmera ;5;Marcela;Gasperi;62;10/09/2018;São Paulo;R$ 2.100,00;;;;
HL4379; Televisão ;5;Alon;Pestana;34;6/13/2018;Goiânia;R$ 2.500,00;;;;
HL1918; iPhone ;1;Sthefeson;Kohn;65;03/09/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;5;Juan;Fernandes;62;12/21/2018;São Paulo;R$ 5.300,00;;;;
HL2714; Tablet ;3;Ana;Leite;42;11/28/2018;São Paulo;R$ 1.600,00;;;;
HL1148; Câmera ;3;Anna;Maia;83;02/09/2018;Fortaleza;R$ 2.100,00;;;;
HL1918; iPhone ;4;Gabriela;Mello;84;04/12/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1148; Câmera ;4;Julia;Aliani;48;11/02/2018;Fortaleza;R$ 2.100,00;;;;
HL4379; Televisão ;4;André;Alves;56;6/26/2018;Goiânia;R$ 2.500,00;;;;
HL1918; iPhone ;5;Alexandre;Dantas;35;12/01/2018;Curitiba;R$ 5.300,00;;;;
HL4379; Televisão ;4;Thays;Castro;63;10/22/2018;Recife;R$ 2.500,00;;;;
HL9962; Android ;5;Luíza;Melo;63;11/07/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL1918; iPhone ;1;Guilherme;Lima;60;9/25/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL9962; Android ;4;Carlos;Assis;27;8/22/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL4379; Televisão ;2;Gabriela;Mello;61;05/07/2018;Belo Horizonte;R$ 2.500,00;;;;
HL1918; iPhone ;1;Roberta;Pimenta;84;03/02/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;2;Maria;Assumpção;73;10/02/2018;Salvador;R$ 5.300,00;;;;
HL8851; Notebook ;5;João;Ribeiro;40;09/11/2018;Fortaleza;R$ 3.500,00;;;;
HL9962; Android ;2;José;Carvalho;59;2/20/2018;Recife;R$ 3.400,00;;;;
HL8851; Notebook ;3;Guilherme;Jordao;56;11/07/2018;Fortaleza;R$ 3.500,00;;;;
HL9962; Android ;3;Bruno;Mota;30;2/27/2018;Fortaleza;R$ 3.400,00;;;;
HL1918; iPhone ;3;Rodrigo;Alves;85;9/17/2018;Goiânia;R$ 5.300,00;;;;
HL2714; Tablet ;2;Ana;Gonzaga;47;11/02/2018;Salvador;R$ 1.600,00;;;;
HL2714; Tablet ;1;Izabel;Lopes;41;05/11/2018;Belo Horizonte;R$ 1.600,00;;;;
HL1918; iPhone ;1;Bruna;Soares;53;12/12/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;2;Paloma;Sperandei;28;01/07/2018;Porto Alegre;R$ 5.300,00;;;;
HL9962; Android ;3;Julia;Leig;27;04/08/2018;São Paulo;R$ 3.400,00;;;;
HL9962; Android ;3;Matheus;Ramos;39;11/03/2018;São Paulo;R$ 3.400,00;;;;
HL1918; iPhone ;1;Lorena;Carvalho;47;8/23/2018;Curitiba;R$ 5.300,00;;;;
HL7348; SmartWatch ;3;Amanda;Gontijo;50;01/01/2018;Belo Horizonte;R$ 1.400,00;;;;
HL7348; SmartWatch ;3;Renan;Freire;88;8/16/2018;Salvador;R$ 1.400,00;;;;
HL7348; SmartWatch ;3;Thiago;Lima;69;04/01/2018;Curitiba;R$ 1.400,00;;;;
HL9962; Android ;4;Carlos;Portela;85;08/09/2018;Fortaleza;R$ 3.400,00;;;;
HL8851; Notebook ;5;Diego;Barros;59;12/25/2018;São Paulo;R$ 3.500,00;;;;
HL2714; Tablet ;1;Sandy;Moreira;72;3/19/2018;São Paulo;R$ 1.600,00;;;;
HL4379; Televisão ;5;Fernanda;Rubim;22;2/21/2018;Porto Alegre;R$ 2.500,00;;;;
HL4379; Televisão ;2;Wendela;Mariz;18;10/13/2018;Fortaleza;R$ 2.500,00;;;;
HL7348; SmartWatch ;2;Thayane;Resende;67;8/15/2018;São Paulo;R$ 1.400,00;;;;
HL1148; Câmera ;5;Jorge;Carvalho;76;2/27/2018;São Paulo;R$ 2.100,00;;;;
HL4379; Televisão ;5;Rafael;Ramos;47;7/26/2018;São Paulo;R$ 2.500,00;;;;
HL7348; SmartWatch ;1;Gabriel;Ribeiro;21;5/14/2018;Goiânia;R$ 1.400,00;;;;
HL1918; iPhone ;3;Rebeca;Taylor;65;09/09/2018;Goiânia;R$ 5.300,00;;;;
HL1148; Câmera ;1;Débora;Lopes;56;6/21/2018;São Paulo;R$ 2.100,00;;;;
HL8851; Notebook ;4;Jessica;Ferreira;70;6/21/2018;Porto Alegre;R$ 3.500,00;;;;
HL9962; Android ;3;Vitor;Boccaletti;28;10/13/2018;Porto Alegre;R$ 3.400,00;;;;
HL8851; Notebook ;4;Roberta;Teixeira;43;10/23/2018;Goiânia;R$ 3.500,00;;;;
HL9962; Android ;2;Andressa;Rotsztejn;23;12/05/2018;São Paulo;R$ 3.400,00;;;;
HL1148; Câmera ;1;Cézar;Santos;72;1/22/2018;São Paulo;R$ 2.100,00;;;;
HL1148; Câmera ;4;Carolina;Brum;54;10/29/2018;Salvador;R$ 2.100,00;;;;
HL1148; Câmera ;2;Pedro;Bitencourt;47;7/28/2018;Curitiba;R$ 2.100,00;;;;
HL7348; SmartWatch ;3;Jônatas;Tanaka;70;11/14/2018;São Paulo;R$ 1.400,00;;;;
HL9962; Android ;1;Dykson;Silva;53;01/08/2018;São Paulo;R$ 3.400,00;;;;
HL9962; Android ;1;Livia;Codeceira;79;8/14/2018;Porto Alegre;R$ 3.400,00;;;;
HL9962; Android ;4;Luis;Souza;35;12/11/2018;Salvador;R$ 3.400,00;;;;
HL4379; Televisão ;5;Guilherme;Rachide;27;6/24/2018;Recife;R$ 2.500,00;;;;
HL1918; iPhone ;4;Pedro;Ferrari;40;3/19/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;1;Victor;Oliveira;36;10/17/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;2;Daniel;Alcoforado;51;2/15/2018;Curitiba;R$ 5.300,00;;;;
HL8851; Notebook ;4;Beatriz;Li;76;1/22/2018;Porto Alegre;R$ 3.500,00;;;;
HL9962; Android ;4;Marina;Marins;57;6/26/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL1918; iPhone ;4;Bernardo;Botelho;39;10/09/2018;Fortaleza;R$ 5.300,00;;;;
HL2714; Tablet ;5;Camille;Silva;66;04/05/2018;Porto Alegre;R$ 1.600,00;;;;
HL4379; Televisão ;3;Gabrielle;Costa;88;1/15/2018;Porto Alegre;R$ 2.500,00;;;;
HL7348; SmartWatch ;3;Matheus;Gomes;34;03/06/2018;Porto Alegre;R$ 1.400,00;;;;
HL4379; Televisão ;4;Ives;Barbosa;58;04/02/2018;São Paulo;R$ 2.500,00;;;;
HL2714; Tablet ;5;Jônatas;Tanaka;80;07/03/2018;Fortaleza;R$ 1.600,00;;;;
HL1918; iPhone ;3;Diogo;Ressurreição;72;4/19/2018;São Paulo;R$ 5.300,00;;;;
HL1148; Câmera ;3;Amanda;Procaci;86;6/14/2018;Curitiba;R$ 2.100,00;;;;
HL4379; Televisão ;3;Julie;Ferreira;29;02/01/2018;Curitiba;R$ 2.500,00;;;;
HL1918; iPhone ;5;Isabela;Resende;85;02/12/2018;Goiânia;R$ 5.300,00;;;;
HL2714; Tablet ;3;Carolina;Santos;38;4/24/2018;Porto Alegre;R$ 1.600,00;;;;
HL8851; Notebook ;1;Raphael;Kurtz;55;10/06/2018;Salvador;R$ 3.500,00;;;;
HL8851; Notebook ;2;Rafael;Carneiro;34;01/07/2018;Fortaleza;R$ 3.500,00;;;;
HL4379; Televisão ;1;Caio;Vianna;83;8/25/2018;Recife;R$ 2.500,00;;;;
HL4379; Televisão ;5;Ylana;Teraoka;71;1/18/2018;Salvador;R$ 2.500,00;;;;
HL7348; SmartWatch ;2;Lucas;Valim;77;12/11/2018;Goiânia;R$ 1.400,00;;;;
HL1918; iPhone ;5;Larissa;Jesus;32;6/30/2018;Porto Alegre;R$ 5.300,00;;;;
HL7348; SmartWatch ;4;Renan;Nascimento;41;01/02/2018;Salvador;R$ 1.400,00;;;;
HL1148; Câmera ;1;Mateus;Franco;31;10/03/2018;Curitiba;R$ 2.100,00;;;;
HL1148; Câmera ;3;Cláudio;Aragão;73;10/12/2018;São Paulo;R$ 2.100,00;;;;
HL7348; SmartWatch ;5;Felipe;Cavalcanti;52;03/01/2018;São Paulo;R$ 1.400,00;;;;
HL1918; iPhone ;4;Beatriz;Perdomo;76;11/29/2018;Salvador;R$ 5.300,00;;;;
HL9962; Android ;1;Andre;Nóbrega;67;3/24/2018;São Paulo;R$ 3.400,00;;;;
HL9962; Android ;3;Amanda;Felippe;29;9/13/2018;Belo Horizonte;R$ 3.400,00;;;;
HL9962; Android ;1;Raphael;Mattos;82;6/27/2018;Porto Alegre;R$ 3.400,00;;;;
HL7348; SmartWatch ;2;João;Ribeiro;80;05/07/2018;Porto Alegre;R$ 1.400,00;;;;
HL8851; Notebook ;2;Ana;Gomes;68;09/12/2018;Porto Alegre;R$ 3.500,00;;;;
HL1918; iPhone ;2;Rodrigo;Silva;32;9/19/2018;São Paulo;R$ 5.300,00;;;;
HL1148; Câmera ;1;Bianca;Allevato;74;3/18/2018;Salvador;R$ 2.100,00;;;;
HL1918; iPhone ;4;Milena;Alcoforado;25;3/27/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL9962; Android ;3;Breno;Godoy;88;04/08/2018;Goiânia;R$ 3.400,00;;;;
HL1918; iPhone ;3;Lucas;Freire;51;12/02/2018;Curitiba;R$ 5.300,00;;;;
HL4379; Televisão ;2;Júlia;Almeida;50;02/04/2018;Belo Horizonte;R$ 2.500,00;;;;
HL1918; iPhone ;2;Bianca;Tatsch;18;08/11/2018;Fortaleza;R$ 5.300,00;;;;
HL7348; SmartWatch ;2;Yasser;Calbucci;80;03/02/2018;Recife;R$ 1.400,00;;;;
HL7348; SmartWatch ;4;Ana;Felippe;76;11/09/2018;Fortaleza;R$ 1.400,00;;;;
HL1918; iPhone ;5;Bárbara;Cavalcante;70;6/24/2018;Fortaleza;R$ 5.300,00;;;;
HL1148; Câmera ;2;Caio;Fernandes;38;12/27/2018;Fortaleza;R$ 2.100,00;;;;
HL7348; SmartWatch ;1;Julia;Leig;60;10/22/2018;Salvador;R$ 1.400,00;;;;
HL4379; Televisão ;5;Roberta;Pimenta;66;11/25/2018;São Paulo;R$ 2.500,00;;;;
HL9962; Android ;3;Lucas;Machado;64;03/06/2018;São Paulo;R$ 3.400,00;;;;
HL4379; Televisão ;1;Pedro;Dalforne;28;4/19/2018;Salvador;R$ 2.500,00;;;;
HL1148; Câmera ;5;Caroline;Aquino;46;3/14/2018;Porto Alegre;R$ 2.100,00;;;;
HL4379; Televisão ;4;Lívia;Tanaka;61;11/28/2018;São Paulo;R$ 2.500,00;;;;
HL9962; Android ;2;Eduardo;Veiga;69;10/31/2018;Goiânia;R$ 3.400,00;;;;
HL1148; Câmera ;4;Giovanna;Santos;85;7/17/2018;Porto Alegre;R$ 2.100,00;;;;
HL1918; iPhone ;5;Clara;Silveira;53;12/03/2018;São Paulo;R$ 5.300,00;;;;
HL7348; SmartWatch ;4;Stephanie;Gonçalves;66;4/21/2018;São Paulo;R$ 1.400,00;;;;
HL4379; Televisão ;3;Raphael;Machado;48;11/06/2018;Recife;R$ 2.500,00;;;;
HL2714; Tablet ;5;Bruno;Ferreira;78;11/10/2018;Fortaleza;R$ 1.600,00;;;;
HL1918; iPhone ;3;Larissa;Cruz;73;10/30/2018;Fortaleza;R$ 5.300,00;;;;
HL8851; Notebook ;4;Raíza;Lopes;67;3/25/2018;São Paulo;R$ 3.500,00;;;;
HL8851; Notebook ;3;Sandy;Ribeiro;67;09/01/2018;Fortaleza;R$ 3.500,00;;;;
HL2714; Tablet ;3;Daniel;Valente;31;02/08/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL1918; iPhone ;4;Victor;Oliveira;32;08/08/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;5;Carlos;Barbosa;49;1/28/2018;São Paulo;R$ 5.300,00;;;;
HL4379; Televisão ;2;Antonio;Manhães;44;2/25/2018;Salvador;R$ 2.500,00;;;;
HL4379; Televisão ;2;Helvio;Pedrosa;56;12/14/2018;Fortaleza;R$ 2.500,00;;;;
HL1918; iPhone ;1;Thales;Gouvêa;77;5/20/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL4379; Televisão ;1;Natalia;Accioly;28;7/20/2018;São Paulo;R$ 2.500,00;;;;
HL2714; Tablet ;3;José;Seixas;72;10/19/2018;Porto Alegre;R$ 1.600,00;;;;
HL2714; Tablet ;4;Raissa;Maia;62;2/22/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL1148; Câmera ;4;Thales;Santos;32;8/24/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL1918; iPhone ;2;Sthefeson;Kohn;90;08/09/2018;Salvador;R$ 5.300,00;;;;
HL1918; iPhone ;5;Pedro;Ferrari;64;6/14/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;4;Matheus;Miranda;89;2/18/2018;Porto Alegre;R$ 5.300,00;;;;
HL1918; iPhone ;4;Amanda;Delgado;34;01/08/2018;Recife;R$ 5.300,00;;;;
HL1148; Câmera ;5;Thiago;Costa;88;12/16/2018;Salvador;R$ 2.100,00;;;;
HL1918; iPhone ;5;Lucas;Lima;49;7/16/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;3;João;Costa;70;2/16/2018;Goiânia;R$ 5.300,00;;;;
HL1918; iPhone ;2;Douglas;Rodrigues;78;8/31/2018;Porto Alegre;R$ 5.300,00;;;;
HL4379; Televisão ;4;Rafaela;Gomes;56;6/24/2018;Porto Alegre;R$ 2.500,00;;;;
HL1148; Câmera ;3;Bárbara;Cavalcante;25;1/29/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL4379; Televisão ;4;Lucas;Almeida;26;02/06/2018;São Paulo;R$ 2.500,00;;;;
HL1148; Câmera ;4;Tayla;Lima;27;11/15/2018;Fortaleza;R$ 2.100,00;;;;
HL4379; Televisão ;2;Alon;Palmeira;75;05/06/2018;Salvador;R$ 2.500,00;;;;
HL1148; Câmera ;3;Luíza;Goulart;47;10/09/2018;São Paulo;R$ 2.100,00;;;;
HL7348; SmartWatch ;1;Guilherme;Assis;46;12/14/2018;Goiânia;R$ 1.400,00;;;;
HL9962; Android ;3;Nina;Magalhães;73;02/05/2018;Porto Alegre;R$ 3.400,00;;;;
HL1918; iPhone ;3;Antonio;Bernhardt;89;1/18/2018;Fortaleza;R$ 5.300,00;;;;
HL7348; SmartWatch ;1;Júlia;Almeida;63;10/28/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL7348; SmartWatch ;3;Victor;Zakhm;44;5/28/2018;São Paulo;R$ 1.400,00;;;;
HL1918; iPhone ;2;Hanna;Fonseca;69;08/09/2018;Goiânia;R$ 5.300,00;;;;
HL1148; Câmera ;5;Gabriel;Puntel;44;3/27/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL1148; Câmera ;3;Michelle;Miura;60;1/31/2018;Curitiba;R$ 2.100,00;;;;
HL9962; Android ;3;Thiago;Nóbrega;58;1/30/2018;Fortaleza;R$ 3.400,00;;;;
HL1148; Câmera ;3;Raissa;Pinheiro;30;09/01/2018;São Paulo;R$ 2.100,00;;;;
HL7348; SmartWatch ;3;Matheus;Delgado;39;08/05/2018;Belo Horizonte;R$ 1.400,00;;;;
HL8851; Notebook ;1;Caroline;Aquino;70;5/28/2018;Goiânia;R$ 3.500,00;;;;
HL1918; iPhone ;2;Maria;Assumpção;19;04/05/2018;Goiânia;R$ 5.300,00;;;;
HL1918; iPhone ;5;Rojane;Lima;50;5/14/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;1;Guilherme;Barbosa;29;01/11/2018;São Paulo;R$ 2.500,00;;;;
HL4379; Televisão ;2;Jonas;Gomes;44;5/20/2018;Curitiba;R$ 2.500,00;;;;
HL1918; iPhone ;2;Debora;Silva;81;05/04/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;5;Vitor;Boccaletti;86;1/27/2018;São Paulo;R$ 5.300,00;;;;
HL2714; Tablet ;4;Breno;Godoy;87;3/29/2018;Belo Horizonte;R$ 1.600,00;;;;
HL4379; Televisão ;2;Marcela;Johnson;26;4/23/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL7348; SmartWatch ;2;Stefan;Nunes;60;6/18/2018;São Paulo;R$ 1.400,00;;;;
HL7348; SmartWatch ;5;Bruna;Londero;44;05/12/2018;Recife;R$ 1.400,00;;;;
HL1918; iPhone ;3;Alessandra;Martins;84;10/11/2018;Salvador;R$ 5.300,00;;;;
HL8851; Notebook ;3;Milena;Alcoforado;41;1/15/2018;Porto Alegre;R$ 3.500,00;;;;
HL4379; Televisão ;3;Daniela;Pereira;25;06/02/2018;São Paulo;R$ 2.500,00;;;;
HL1918; iPhone ;4;Glenda;Santos;43;10/28/2018;Salvador;R$ 5.300,00;;;;
HL9962; Android ;2;Thays;Castro;55;11/20/2018;São Paulo;R$ 3.400,00;;;;
HL8851; Notebook ;5;Barbara;Procaci;58;1/13/2018;Porto Alegre;R$ 3.500,00;;;;
HL7348; SmartWatch ;4;Leonardo;Ferreira;73;4/20/2018;Salvador;R$ 1.400,00;;;;
HL1918; iPhone ;4;Felipe;Mello;57;10/16/2018;São Paulo;R$ 5.300,00;;;;
HL1148; Câmera ;4;Daniel;Araujo;31;12/12/2018;São Paulo;R$ 2.100,00;;;;
HL1148; Câmera ;5;Allan;Candido;21;02/10/2018;Goiânia;R$ 2.100,00;;;;
HL8851; Notebook ;5;Ana;Gonzaga;28;6/15/2018;Salvador;R$ 3.500,00;;;;
HL4379; Televisão ;1;Platini;Heimlich;35;07/04/2018;Fortaleza;R$ 2.500,00;;;;
HL4379; Televisão ;4;Isabelle;Gonçalves;67;12/03/2018;Salvador;R$ 2.500,00;;;;
HL1918; iPhone ;5;Pedro;Conceição;34;2/18/2018;São Paulo;R$ 5.300,00;;;;
HL4379; Televisão ;2;Raíza;Lopes;74;9/29/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1918; iPhone ;2;Victor;Gomes;29;6/30/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL4379; Televisão ;2;Letícia;Leal;58;11/25/2018;São Paulo;R$ 2.500,00;;;;
HL1918; iPhone ;1;Luiz;Freire;59;4/18/2018;Fortaleza;R$ 5.300,00;;;;
HL8851; Notebook ;5;Lara;Moreira;64;12/04/2018;Salvador;R$ 3.500,00;;;;
HL8851; Notebook ;4;Bernardo;Soares;86;11/30/2018;São Paulo;R$ 3.500,00;;;;
HL8851; Notebook ;5;Raísa;Rodrigues;80;12/16/2018;Porto Alegre;R$ 3.500,00;;;;
HL2714; Tablet ;4;Renan;Nascimento;29;3/29/2018;Fortaleza;R$ 1.600,00;;;;
HL4379; Televisão ;2;Raíssa;Oliveira;45;10/04/2018;Belo Horizonte;R$ 2.500,00;;;;
HL1918; iPhone ;1;Helena;Chafin;49;04/05/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL8851; Notebook ;2;Lais;Candido;58;12/14/2018;Fortaleza;R$ 3.500,00;;;;
HL8851; Notebook ;2;Thales;Andrade;60;11/19/2018;São Paulo;R$ 3.500,00;;;;
HL7348; SmartWatch ;2;Isaac;Santos;42;4/13/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL2714; Tablet ;5;Adriane;Chagas;63;9/18/2018;Salvador;R$ 1.600,00;;;;
HL1918; iPhone ;5;Matheus;Ramos;81;9/15/2018;Salvador;R$ 5.300,00;;;;
HL7348; SmartWatch ;3;Rodrigo;Silva;58;11/06/2018;Belo Horizonte;R$ 1.400,00;;;;
HL1918; iPhone ;1;Arthur;Rocha;72;2/23/2018;São Paulo;R$ 5.300,00;;;;
HL4379; Televisão ;2;Lucas;Araújo;75;11/13/2018;Salvador;R$ 2.500,00;;;;
HL4379; Televisão ;5;Fillipe;Almeida;25;6/24/2018;Salvador;R$ 2.500,00;;;;
HL7348; SmartWatch ;3;Ana;Almeida;49;5/14/2018;Salvador;R$ 1.400,00;;;;
HL8851; Notebook ;5;Fernanda;Silva;65;4/17/2018;Fortaleza;R$ 3.500,00;;;;
HL2714; Tablet ;4;João;Peçanha;42;8/22/2018;Curitiba;R$ 1.600,00;;;;
HL4379; Televisão ;1;Maria;Cardoso;47;07/03/2018;Recife;R$ 2.500,00;;;;
HL1918; iPhone ;5;Myllena;Corrêa;27;08/12/2018;Salvador;R$ 5.300,00;;;;
HL1918; iPhone ;4;Alberto;Silveira;54;02/05/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1148; Câmera ;2;Maike;Pereira;61;05/11/2018;Belo Horizonte;R$ 2.100,00;;;;
HL7348; SmartWatch ;4;Guilherme;Santos;21;2/23/2018;São Paulo;R$ 1.400,00;;;;
HL1918; iPhone ;5;Bruno;Mota;70;12/12/2018;Porto Alegre;R$ 5.300,00;;;;
HL9962; Android ;1;Miguel;Carneiro;60;01/08/2018;Belo Horizonte;R$ 3.400,00;;;;
HL1918; iPhone ;1;Sthefeson;Kohn;60;04/08/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;2;Katharina;Barros;74;02/03/2018;Fortaleza;R$ 5.300,00;;;;
HL7348; SmartWatch ;3;Paula;Calbucci;90;2/26/2018;Curitiba;R$ 1.400,00;;;;
HL7348; SmartWatch ;1;Rodrigo;Feijo;54;12/26/2018;São Paulo;R$ 1.400,00;;;;
HL2714; Tablet ;2;Antonio;Manhães;40;4/23/2018;Fortaleza;R$ 1.600,00;;;;
HL4379; Televisão ;3;Rodrigo;Ramos;29;10/08/2018;São Paulo;R$ 2.500,00;;;;
HL1918; iPhone ;2;Livia;Cozendey;74;12/04/2018;São Paulo;R$ 5.300,00;;;;
HL8851; Notebook ;4;Victor;Firmino;80;09/01/2018;Belo Horizonte;R$ 3.500,00;;;;
HL8851; Notebook ;4;Gabriel;Puntel;40;10/09/2018;Porto Alegre;R$ 3.500,00;;;;
HL8851; Notebook ;5;Raíza;Lopes;29;9/22/2018;Goiânia;R$ 3.500,00;;;;
HL1148; Câmera ;4;Marina;Correa;83;8/31/2018;Porto Alegre;R$ 2.100,00;;;;
HL8851; Notebook ;4;Raissa;Pinheiro;60;8/27/2018;Curitiba;R$ 3.500,00;;;;
HL4379; Televisão ;5;Victor;Lira;25;7/26/2018;Salvador;R$ 2.500,00;;;;
HL2714; Tablet ;2;Breno;Britto;55;02/08/2018;Recife;R$ 1.600,00;;;;
HL4379; Televisão ;1;Luiza;Cabral;67;07/04/2018;Porto Alegre;R$ 2.500,00;;;;
HL1918; iPhone ;5;Eduardo;Veiga;18;03/01/2018;Belo Horizonte;R$ 5.300,00;;;;
HL1918; iPhone ;5;Wen;Santos;84;12/18/2018;Salvador;R$ 5.300,00;;;;
HL8851; Notebook ;4;Victor;Lira;38;7/29/2018;Fortaleza;R$ 3.500,00;;;;
HL4379; Televisão ;2;João;Abraçado;37;4/24/2018;São Paulo;R$ 2.500,00;;;;
HL4379; Televisão ;3;Matheus;Sapir;62;12/16/2018;Salvador;R$ 2.500,00;;;;
HL4379; Televisão ;3;Maria;Correa;86;6/22/2018;Goiânia;R$ 2.500,00;;;;
HL9962; Android ;5;Karina;Camara;26;2/13/2018;Porto Alegre;R$ 3.400,00;;;;
HL7348; SmartWatch ;4;Maria;Moita;83;07/07/2018;São Paulo;R$ 1.400,00;;;;
